Stabr,area_name,Employed_2019,Unemployed_2019,Unemployment_rate_2019
VA,"Surry County, VA","3,568",127,3.4
VA,"Sussex County, VA","3,660",173,4.5
VA,"Tazewell County, VA","15,060",688,4.4
VA,"Warren County, VA","20,032",579,2.8
VA,"Washington County, VA","25,919",887,3.3
VA,"Westmoreland County, VA","9,204",334,3.5
VA,"Wise County, VA","12,809",623,4.6
VA,"Wythe County, VA","13,282",494,3.6
VA,"York County, VA","32,110",879,2.7
VA,"Alexandria city, VA","100,093","2,161",2.1
VA,"Bristol city, VA","6,946",272,3.8
VA,"Buena Vista city, VA","3,342",94,2.7
VA,"Charlottesville city, VA","26,011",631,2.4
VA,"Chesapeake city, VA","119,957","3,566",2.9
VA,"Colonial Heights city, VA","8,593",284,3.2
VA,"Covington city, VA","2,293",100,4.2
VA,"Danville city, VA","18,261",965,5
VA,"Emporia city, VA","2,189",114,5
VA,"Fairfax city, VA","13,284",289,2.1
VA,"Falls Church city, VA","8,499",177,2
VA,"Franklin city, VA","3,453",145,4
VA,"Fredericksburg city, VA","13,803",479,3.4
VA,"Galax city, VA","2,836",96,3.3
VA,"Hampton city, VA","62,353","2,454",3.8
VA,"Harrisonburg city, VA","24,345",808,3.2
VA,"Hopewell city, VA","9,341",416,4.3
VA,"Lexington city, VA","2,001",98,4.7
VA,"Lynchburg city, VA","35,238","1,360",3.7
VA,"Manassas city, VA","21,696",557,2.5
VA,"Manassas Park city, VA","9,228",234,2.5
VA,"Martinsville city, VA","5,274",227,4.1
VA,"Newport News city, VA","86,310","3,096",3.5
VA,"Norfolk city, VA","108,487","3,877",3.5
VA,"Norton city, VA","1,625",62,3.7
VA,"Petersburg city, VA","12,396",733,5.6
VA,"Poquoson city, VA","6,271",156,2.4
VA,"Portsmouth city, VA","42,831","1,735",3.9
VA,"Radford city, VA","8,377",311,3.6
VA,"Richmond city, VA","115,360","3,905",3.3
VA,"Roanoke city, VA","47,900","1,497",3
VA,"Salem city, VA","12,677",360,2.8
VA,"Staunton city, VA","11,986",328,2.7
VA,"Suffolk city, VA","43,564","1,364",3
VA,"Virginia Beach city, VA","228,266","6,331",2.7
VA,"Waynesboro city, VA","10,451",311,2.9
VA,"Williamsburg city, VA","6,475",261,3.9
VA,"Winchester city, VA","14,480",412,2.8
WA,Washington,"3,747,713","166,441",4.3
WA,"Adams County, WA","9,312",558,5.7
WA,"Asotin County, WA","9,969",431,4.1
WA,"Benton County, WA","97,773","5,396",5.2
WA,"Chelan County, WA","42,911","2,202",4.9
WA,"Clallam County, WA","26,980","1,906",6.6
WA,"Clark County, WA","230,422","11,479",4.7
WA,"Columbia County, WA","1,747",101,5.5
WA,"Cowlitz County, WA","45,086","2,863",6
WA,"Douglas County, WA","20,731","1,237",5.6
WA,"Ferry County, WA","2,216",283,11.3
WA,"Franklin County, WA","40,383","2,749",6.4
WA,"Garfield County, WA",868,50,5.4
WA,"Grant County, WA","43,751","3,239",6.9
WA,"Grays Harbor County, WA","26,961","2,047",7.1
WA,"Island County, WA","34,294","1,822",5
WA,"Jefferson County, WA","12,209",729,5.6
WA,"King County, WA","1,254,638","35,842",2.8
WA,"Kitsap County, WA","122,887","5,877",4.6
WA,"Kittitas County, WA","21,905","1,272",5.5
WA,"Klickitat County, WA","9,712",602,5.8
WA,"Lewis County, WA","32,841","2,155",6.2
WA,"Lincoln County, WA","4,779",252,5
WA,"Mason County, WA","23,733","1,592",6.3
WA,"Okanogan County, WA","18,964","1,382",6.8
WA,"Pacific County, WA","8,007",596,6.9
WA,"Pend Oreille County, WA","4,674",400,7.9
WA,"Pierce County, WA","419,394","22,700",5.1
WA,"San Juan County, WA","8,349",325,3.7
WA,"Skagit County, WA","59,644","3,425",5.4
WA,"Skamania County, WA","5,252",303,5.5
WA,"Snohomish County, WA","426,100","13,364",3
WA,"Spokane County, WA","241,655","13,372",5.2
WA,"Stevens County, WA","17,726","1,336",7
WA,"Thurston County, WA","135,982","6,914",4.8
WA,"Wahkiakum County, WA","1,283",92,6.7
WA,"Walla Walla County, WA","28,760","1,492",4.9
WA,"Whatcom County, WA","109,672","5,741",5
WA,"Whitman County, WA","22,958","1,038",4.3
WA,"Yakima County, WA","123,185","9,281",7
WV,West Virginia,"757,852","39,114",4.9
WV,"Barbour County, WV","6,760",429,6
WV,"Berkeley County, WV","56,569","2,066",3.5
WV,"Boone County, WV","7,036",407,5.5
WV,"Braxton County, WV","4,857",388,7.4
WV,"Brooke County, WV","9,488",525,5.2
WV,"Cabell County, WV","39,889","1,731",4.2
WV,"Calhoun County, WV","2,226",332,13
WV,"Clay County, WV","2,879",269,8.5
WV,"Doddridge County, WV","3,834",177,4.4
WV,"Fayette County, WV","15,363",923,5.7
WV,"Gilmer County, WV","2,221",163,6.8
WV,"Grant County, WV","5,632",327,5.5
WV,"Greenbrier County, WV","15,266",739,4.6
WV,"Hampshire County, WV","10,384",415,3.8
WV,"Hancock County, WV","12,418",676,5.2
WV,"Hardy County, WV","5,507",297,5.1
WV,"Harrison County, WV","33,229","1,536",4.4
WV,"Jackson County, WV","12,808",670,5
WV,"Jefferson County, WV","29,527",937,3.1
WV,"Kanawha County, WV","78,647","3,793",4.6
WV,"Lewis County, WV","6,428",423,6.2
WV,"Lincoln County, WV","6,757",456,6.3
WV,"Logan County, WV","10,492",665,6
WV,"McDowell County, WV","4,041",410,9.2
WV,"Marion County, WV","24,324","1,297",5.1
WV,"Marshall County, WV","13,366",902,6.3
WV,"Mason County, WV","9,615",612,6
WV,"Mercer County, WV","19,843","1,193",5.7
WV,"Mineral County, WV","11,980",721,5.7
WV,"Mingo County, WV","6,422",472,6.8
WV,"Monongalia County, WV","52,749","1,997",3.6
WV,"Monroe County, WV","5,718",261,4.4
WV,"Morgan County, WV","7,874",317,3.9
WV,"Nicholas County, WV","8,920",601,6.3
WV,"Ohio County, WV","20,407",960,4.5
WV,"Pendleton County, WV","3,559",142,3.8
WV,"Pleasants County, WV","2,724",200,6.8
WV,"Pocahontas County, WV","3,670",221,5.7
WV,"Preston County, WV","14,904",713,4.6
WV,"Putnam County, WV","25,630","1,165",4.3
WV,"Raleigh County, WV","29,093","1,432",4.7
WV,"Randolph County, WV","11,617",735,6
WV,"Ritchie County, WV","4,156",249,5.7
WV,"Roane County, WV","4,654",491,9.5
WV,"Summers County, WV","4,102",238,5.5
WV,"Taylor County, WV","7,537",383,4.8
WV,"Tucker County, WV","3,186",175,5.2
WV,"Tyler County, WV","2,900",245,7.8
WV,"Upshur County, WV","9,040",573,6
WV,"Wayne County, WV","14,983",855,5.4
WV,"Webster County, WV","3,116",210,6.3
WV,"Wetzel County, WV","6,174",482,7.2
WV,"Wirt County, WV","2,122",181,7.9
WV,"Wood County, WV","34,970","1,875",5.1
WV,"Wyoming County, WV","6,240",466,6.9
WI,Wisconsin,"3,001,215","103,927",3.3
WI,"Adams County, WI","7,733",420,5.2
WI,"Ashland County, WI","7,536",379,4.8
WI,"Barron County, WI","23,428",978,4
WI,"Bayfield County, WI","7,165",426,5.6
WI,"Brown County, WI","137,489","4,397",3.1
WI,"Buffalo County, WI","6,194",272,4.2
WI,"Burnett County, WI","6,752",381,5.3
WI,"Calumet County, WI","26,791",774,2.8
WI,"Chippewa County, WI","31,909","1,272",3.8
WI,"Clark County, WI","17,151",586,3.3
WI,"Columbia County, WI","30,606",981,3.1
WI,"Crawford County, WI","7,297",325,4.3
WI,"Dane County, WI","313,824","7,853",2.4
WI,"Dodge County, WI","46,107","1,437",3
WI,"Door County, WI","14,706",582,3.8
WI,"Douglas County, WI","22,058",971,4.2
WI,"Dunn County, WI","23,257",854,3.5
WI,"Eau Claire County, WI","57,071","1,801",3.1
WI,"Florence County, WI","2,115",106,4.8
WI,"Fond du Lac County, WI","55,701","1,685",2.9
WI,"Forest County, WI","3,803",209,5.2
WI,"Grant County, WI","26,962",899,3.2
WI,"Green County, WI","20,441",608,2.9
WI,"Green Lake County, WI","9,086",370,3.9
WI,"Iowa County, WI","13,334",397,2.9
WI,"Iron County, WI","2,388",154,6.1
WI,"Jackson County, WI","9,876",400,3.9
WI,"Jefferson County, WI","44,416","1,441",3.1
WI,"Juneau County, WI","12,999",447,3.3
WI,"Kenosha County, WI","85,858","3,545",4
WI,"Kewaunee County, WI","10,686",356,3.2
WI,"La Crosse County, WI","64,391","1,927",2.9
WI,"Lafayette County, WI","9,829",270,2.7
WI,"Langlade County, WI","8,932",389,4.2
WI,"Lincoln County, WI","14,509",562,3.7
WI,"Manitowoc County, WI","39,589","1,398",3.4
WI,"Marathon County, WI","71,419","2,132",2.9
WI,"Marinette County, WI","18,573",893,4.6
WI,"Marquette County, WI","7,409",305,4
WI,"Menominee County, WI","1,498",131,8
WI,"Milwaukee County, WI","448,251","18,657",4
WI,"Monroe County, WI","22,672",705,3
WI,"Oconto County, WI","19,830",745,3.6
WI,"Oneida County, WI","17,071",775,4.3
WI,"Outagamie County, WI","100,059","3,076",3
WI,"Ozaukee County, WI","47,625","1,405",2.9
WI,"Pepin County, WI","3,991",156,3.8
WI,"Pierce County, WI","24,504",865,3.4
WI,"Polk County, WI","23,519","1,000",4.1
WI,"Portage County, WI","37,327","1,265",3.3
WI,"Price County, WI","6,207",286,4.4
WI,"Racine County, WI","94,556","4,029",4.1
WI,"Richland County, WI","8,926",293,3.2
WI,"Rock County, WI","82,147","3,183",3.7
WI,"Rusk County, WI","6,393",330,4.9
WI,"St. Croix County, WI","48,754","1,692",3.4
WI,"Sauk County, WI","34,533","1,043",2.9
WI,"Sawyer County, WI","7,582",380,4.8
WI,"Shawano County, WI","20,342",682,3.2
WI,"Sheboygan County, WI","60,436","1,708",2.7
WI,"Taylor County, WI","10,566",407,3.7
WI,"Trempealeau County, WI","15,374",578,3.6
WI,"Vernon County, WI","14,772",506,3.3
WI,"Vilas County, WI","9,721",433,4.3
WI,"Walworth County, WI","55,975","1,897",3.3
WI,"Washburn County, WI","7,536",322,4.1
WI,"Washington County, WI","74,950","2,211",2.9
WI,"Waukesha County, WI","218,151","6,580",2.9
WI,"Waupaca County, WI","25,093",850,3.3
WI,"Waushara County, WI","10,955",467,4.1
WI,"Winnebago County, WI","88,728","2,746",3
WI,"Wood County, WI","33,786","1,350",3.8
WY,Wyoming,"281,730","10,528",3.6
WY,"Albany County, WY","19,595",621,3.1
WY,"Big Horn County, WY","5,083",223,4.2
WY,"Campbell County, WY","22,389",853,3.7
WY,"Carbon County, WY","7,720",262,3.3
WY,"Converse County, WY","8,456",238,2.7
WY,"Crook County, WY","3,593",117,3.2
WY,"Fremont County, WY","17,811",824,4.4
WY,"Goshen County, WY","6,387",238,3.6
WY,"Hot Springs County, WY","2,099",77,3.5
WY,"Johnson County, WY","4,032",151,3.6
WY,"Laramie County, WY","46,813","1,678",3.5
WY,"Lincoln County, WY","8,581",295,3.3
WY,"Natrona County, WY","37,804","1,544",3.9
WY,"Niobrara County, WY","1,205",34,2.7
WY,"Park County, WY","14,839",620,4
WY,"Platte County, WY","4,501",159,3.4
WY,"Sheridan County, WY","15,111",542,3.5
WY,"Sublette County, WY","3,947",182,4.4
WY,"Sweetwater County, WY","20,446",828,3.9
WY,"Teton County, WY","15,151",424,2.7
WY,"Uinta County, WY","8,682",353,3.9
WY,"Washakie County, WY","3,786",155,3.9
WY,"Weston County, WY","3,701",110,2.9
PR,Puerto Rico,"987,325","89,214",8.3
PR,"Adjuntas Municipio, PR","3,485",630,15.3
PR,"Aguada Municipio, PR","10,553","1,190",10.1
PR,"Aguadilla Municipio, PR","12,881","1,469",10.2
PR,"Aguas Buenas Municipio, PR","5,846",588,9.1
PR,"Aibonito Municipio, PR","5,722",670,10.5
PR,"Anasco Municipio, PR","7,967",739,8.5
PR,"Arecibo Municipio, PR","21,413","2,255",9.5
PR,"Arroyo Municipio, PR","3,985",620,13.5
PR,"Barceloneta Municipio, PR","5,170",657,11.3
PR,"Barranquitas Municipio, PR","6,627",634,8.7
PR,"Bayamon Municipio, PR","60,109","4,015",6.3
PR,"Cabo Rojo Municipio, PR","12,214","1,159",8.7
PR,"Caguas Municipio, PR","43,764","3,177",6.8
PR,"Camuy Municipio, PR","8,597",805,8.6
PR,"Canovanas Municipio, PR","14,727","1,040",6.6
PR,"Carolina Municipio, PR","56,855","3,544",5.9
PR,"Catano Municipio, PR","7,140",554,7.2
PR,"Cayey Municipio, PR","14,727","1,109",7
PR,"Ceiba Municipio, PR","3,278",380,10.4
PR,"Ciales Municipio, PR","3,248",403,11
PR,"Cidra Municipio, PR","14,195","1,042",6.8
PR,"Coamo Municipio, PR","8,647","1,206",12.2
PR,"Comerio Municipio, PR","4,389",428,8.9
PR,"Corozal Municipio, PR","8,002",804,9.1
PR,"Culebra Municipio, PR",866,27,3
PR,"Dorado Municipio, PR","12,205",732,5.7
PR,"Fajardo Municipio, PR","9,644","1,160",10.7
PR,"Florida Municipio, PR","2,914",355,10.9
PR,"Guanica Municipio, PR","3,364",583,14.8
PR,"Guayama Municipio, PR","9,605","1,321",12.1
PR,"Guayanilla Municipio, PR","4,311",691,13.8
PR,"Guaynabo Municipio, PR","35,403","1,514",4.1
PR,"Gurabo Municipio, PR","16,741","1,008",5.7
PR,"Hatillo Municipio, PR","11,784","1,643",12.2
PR,"Hormigueros Municipio, PR","4,847",456,8.6
PR,"Humacao Municipio, PR","15,193","1,710",10.1
PR,"Isabela Municipio, PR","11,108","1,106",9.1
PR,"Jayuya Municipio, PR","3,614",592,14.1
PR,"Juana Diaz Municipio, PR","13,361","1,483",10
PR,"Juncos Municipio, PR","11,060","1,007",8.3
PR,"Lajas Municipio, PR","4,480",656,12.8
PR,"Lares Municipio, PR","5,883","1,017",14.7
PR,"Las Marias Municipio, PR","2,313",304,11.6
PR,"Las Piedras Municipio, PR","10,111",992,8.9
PR,"Loiza Municipio, PR","7,645",630,7.6
PR,"Luquillo Municipio, PR","5,512",581,9.5
PR,"Manati Municipio, PR","10,417",902,8
PR,"Maricao Municipio, PR","1,636",259,13.7
PR,"Maunabo Municipio, PR","2,465",437,15.1
PR,"Mayaguez Municipio, PR","19,278","2,264",10.5
PR,"Moca Municipio, PR","9,257","1,080",10.4
PR,"Morovis Municipio, PR","7,127",716,9.1
PR,"Naguabo Municipio, PR","7,297",710,8.9
PR,"Naranjito Municipio, PR","6,364",589,8.5
PR,"Orocovis Municipio, PR","4,379",504,10.3
PR,"Patillas Municipio, PR","3,605",671,15.7
PR,"Penuelas Municipio, PR","5,007",823,14.1
PR,"Ponce Municipio, PR","40,634","4,357",9.7
PR,"Quebradillas Municipio, PR","5,297",698,11.6
PR,"Rincon Municipio, PR","4,047",646,13.8
PR,"Rio Grande Municipio, PR","15,414","1,216",7.3
PR,"Sabana Grande Municipio, PR","5,274",790,13
PR,"Salinas Municipio, PR","6,041","1,021",14.5
PR,"San German Municipio, PR","8,509","1,076",11.2
PR,"San Juan Municipio, PR","124,372","7,273",5.5
PR,"San Lorenzo Municipio, PR","10,490","1,011",8.8
PR,"San Sebastian Municipio, PR","8,807","1,391",13.6
PR,"Santa Isabel Municipio, PR","7,764",953,10.9
PR,"Toa Alta Municipio, PR","25,106","1,508",5.7
PR,"Toa Baja Municipio, PR","27,023","1,652",5.8
PR,"Trujillo Alto Municipio, PR","25,281","1,288",4.8
PR,"Utuado Municipio, PR","5,841",747,11.3
PR,"Vega Alta Municipio, PR","8,778",776,8.1
PR,"Vega Baja Municipio, PR","11,791","1,246",9.6
PR,"Vieques Municipio, PR","2,406",179,6.9
PR,"Villalba Municipio, PR","6,231","1,175",15.9
PR,"Yabucoa Municipio, PR","7,552","1,139",13.1
PR,"Yauco Municipio, PR","8,331","1,428",14.6
